Date,Open,High,Low,Close,Adj Close,Volume
2021-04-28,86.820000,88.129997,86.629997,87.570000,81.864220,2202300
2021-04-29,88.000000,88.070000,86.660004,87.529999,81.826820,2117300
2021-04-30,86.470001,86.790001,84.940002,85.059998,79.517761,2217600
2021-05-03,86.029999,87.370003,85.879997,86.949997,81.284615,2051600
2021-05-04,86.750000,87.330002,85.599998,87.160004,81.480934,3152600
2021-05-05,88.470001,90.959999,88.320000,90.379997,84.491127,3730100
2021-05-06,90.540001,91.589996,90.010002,91.360001,85.407272,3387400
2021-05-07,92.080002,93.349998,91.410004,93.169998,87.099335,3279600
2021-05-10,95.230003,95.970001,93.650002,93.809998,87.697639,4335700
2021-05-11,92.379997,94.790001,91.459999,94.650002,88.482910,4078500
2021-05-12,93.519997,94.610001,92.370003,92.750000,86.706703,3048300
2021-05-13,90.019997,91.489998,88.699997,90.019997,84.154579,3803400
2021-05-14,88.139999,88.699997,87.250000,88.230003,82.481216,3252700
2021-05-17,88.500000,90.669998,88.500000,90.629997,84.724838,2422900
2021-05-18,90.769997,90.870003,89.339996,89.440002,83.612373,2302900
2021-05-19,87.269997,87.720001,85.570000,86.180000,80.564789,3485800
2021-05-20,86.260002,86.879997,85.449997,86.580002,80.938721,4059300
2021-05-21,86.680000,87.059998,85.269997,85.650002,80.069321,2043900
2021-05-24,85.269997,85.989998,84.760002,85.690002,80.106712,1578400
2021-05-25,84.779999,85.070000,83.970001,84.080002,78.601616,2411200
2021-05-26,84.040001,84.919998,83.459999,84.800003,79.274704,1854100
2021-05-27,87.339996,87.839996,86.930000,87.739998,82.023140,2906800
2021-05-28,87.099998,87.620003,86.769997,87.430000,81.733337,1860400
2021-06-01,90.370003,91.089996,89.970001,90.800003,84.883766,4021000
2021-06-02,90.000000,90.699997,89.570000,90.220001,84.341553,2391900
2021-06-03,88.750000,88.790001,87.830002,88.510002,82.742973,2806400
2021-06-04,89.379997,89.849998,88.680000,89.750000,83.902176,2470600
2021-06-07,89.379997,89.480003,87.750000,88.120003,82.378387,2502100
2021-06-08,88.500000,89.029999,87.690002,88.610001,82.836456,1555300
2021-06-09,87.500000,87.620003,86.529999,86.870003,81.209831,2249400
2021-06-10,86.830002,87.290001,86.099998,86.900002,81.237877,2038000
2021-06-11,87.720001,88.160004,87.180000,87.480003,81.780083,1514600
2021-06-14,87.199997,87.510002,86.760002,86.970001,81.303314,1519300
2021-06-15,86.300003,86.639999,85.360001,86.419998,80.789146,2141000
2021-06-16,85.290001,86.089996,84.349998,84.660004,79.143829,2211200
2021-06-17,83.540001,84.029999,82.410004,83.019997,77.610680,3493900
2021-06-18,82.699997,83.080002,81.029999,81.040001,75.759689,4617100
2021-06-21,80.900002,82.500000,80.610001,82.089996,76.741272,2189100
2021-06-22,82.529999,83.339996,81.980003,83.110001,77.694817,1347400
2021-06-23,84.389999,84.690002,83.519997,83.720001,78.265076,1944000
2021-06-24,84.389999,85.169998,84.190002,84.820000,79.293396,1370900
2021-06-25,85.330002,85.760002,85.019997,85.019997,79.480362,1075800
2021-06-28,85.349998,85.480003,84.220001,84.459999,78.956856,1330200
2021-06-29,84.900002,85.199997,84.199997,84.610001,79.097084,1318700
2021-06-30,84.080002,84.550003,83.309998,83.889999,78.423996,1242900
2021-07-01,84.040001,84.190002,82.510002,82.720001,77.330231,1623300
2021-07-02,83.029999,83.800003,82.389999,83.629997,78.180931,1306700
2021-07-06,84.019997,84.089996,81.910004,82.440002,77.068474,1681800
2021-07-07,84.099998,84.730003,83.410004,84.330002,78.835327,2363300
2021-07-08,81.639999,82.949997,80.989998,82.480003,77.105865,2305100
2021-07-09,84.089996,86.230003,83.779999,85.989998,80.387161,2000700
2021-07-12,85.099998,86.300003,84.900002,86.029999,80.424561,1249300
2021-07-13,85.360001,85.870003,85.059998,85.180000,79.629944,1157000
2021-07-14,85.959999,86.349998,85.160004,85.730003,80.144112,1846100
2021-07-15,85.500000,86.739998,85.169998,86.250000,80.630226,1398100
2021-07-16,83.980003,84.190002,82.489998,82.790001,77.395668,3437700
2021-07-19,80.209999,80.589996,79.330002,80.230003,75.002472,2593800
2021-07-20,79.160004,81.480003,78.949997,81.449997,76.142975,2462200
2021-07-21,82.680000,83.389999,82.199997,82.940002,77.535896,1672100
2021-07-22,82.269997,82.449997,81.150002,82.080002,76.731934,1446900
2021-07-23,82.690002,82.910004,81.669998,82.769997,77.376968,1668900
2021-07-26,84.800003,86.160004,84.760002,86.050003,80.443260,1895800
2021-07-27,84.099998,85.360001,81.660004,82.779999,77.386314,3697200
2021-07-28,84.980003,87.029999,84.459999,86.620003,80.976120,2950500
2021-07-29,88.599998,89.510002,88.209999,88.669998,82.892540,3246800
2021-07-30,86.339996,87.440002,85.889999,86.309998,80.686310,2339000
2021-08-02,88.059998,88.610001,87.169998,87.300003,81.611816,2432200
2021-08-03,88.230003,89.389999,87.529999,89.389999,83.565628,2443300
2021-08-04,88.750000,89.169998,88.339996,88.529999,82.761665,2124400
2021-08-05,84.910004,85.610001,84.269997,84.739998,79.218613,3563800
2021-08-06,85.099998,85.500000,84.599998,84.970001,79.433624,1673400
2021-08-09,84.970001,85.879997,84.760002,85.570000,79.994530,2071500
2021-08-10,85.230003,87.070000,85.169998,86.940002,81.275269,2105200
2021-08-11,85.879997,86.620003,85.120003,86.099998,80.489998,3603000
2021-08-12,79.529999,79.570000,78.790001,79.160004,79.160004,2954100
2021-08-13,79.029999,80.089996,78.940002,79.440002,79.440002,2362600
2021-08-16,77.709999,78.320000,77.019997,78.029999,78.029999,3097300
2021-08-17,76.889999,77.199997,75.790001,76.830002,76.830002,3291700
2021-08-18,74.919998,75.279999,74.029999,74.129997,74.129997,3440200
2021-08-19,72.279999,72.800003,71.620003,72.419998,72.419998,5203200
2021-08-20,71.680000,72.680000,71.570000,72.519997,72.519997,2701200
2021-08-23,73.000000,73.440002,72.839996,73.000000,73.000000,1976300
2021-08-24,74.660004,75.690002,74.589996,75.089996,75.089996,2573000
2021-08-25,75.250000,75.769997,74.830002,75.400002,75.400002,1474400
2021-08-26,74.110001,74.580002,73.820000,74.019997,74.019997,1853100
2021-08-27,74.570000,76.099998,74.510002,75.830002,75.830002,1816000
2021-08-30,76.589996,76.650002,75.970001,76.059998,76.059998,1242500
2021-08-31,75.690002,75.830002,74.610001,75.070000,75.070000,2223900
2021-09-01,74.089996,75.250000,73.870003,74.910004,74.910004,2454200
2021-09-02,74.989998,76.129997,74.849998,75.279999,75.279999,2283200
2021-09-03,76.339996,76.739998,75.639999,75.870003,75.870003,2050800
2021-09-07,75.410004,75.760002,74.510002,74.559998,74.559998,2155800
2021-09-08,74.400002,74.559998,73.500000,73.550003,73.550003,2737600
2021-09-09,72.720001,73.050003,71.889999,72.059998,72.059998,3410100
2021-09-10,73.830002,74.440002,73.169998,73.180000,73.180000,3188700
2021-09-13,73.970001,74.440002,73.410004,73.779999,73.779999,8318200
2021-09-14,73.889999,73.930000,72.559998,72.699997,72.699997,2905500
2021-09-15,73.050003,74.080002,72.980003,73.559998,73.559998,2383100
2021-09-16,71.739998,71.800003,69.820000,70.139999,70.139999,3799700
2021-09-17,67.769997,68.169998,66.839996,68.040001,68.040001,6992100
2021-09-20,64.290001,66.110001,64.239998,66.070000,66.070000,7914400
2021-09-21,66.440002,66.459999,65.110001,65.370003,65.370003,7198700
2021-09-22,67.169998,67.580002,66.500000,66.589996,66.589996,6223300
2021-09-23,67.559998,67.910004,66.989998,67.050003,67.050003,4049300
2021-09-24,66.720001,67.480003,66.620003,66.769997,66.769997,3697300
2021-09-27,66.629997,67.540001,66.610001,67.540001,67.540001,3525700
2021-09-28,65.970001,66.129997,65.260002,65.830002,65.830002,5241200
2021-09-29,65.389999,65.959999,65.129997,65.739998,65.739998,4642100
2021-09-30,67.000000,67.639999,66.760002,66.820000,66.820000,3541700
2021-10-01,66.760002,67.059998,65.830002,66.809998,66.809998,3100000
2021-10-04,66.970001,67.500000,66.440002,66.559998,66.559998,3061100
2021-10-05,65.779999,66.709999,65.209999,66.379997,66.379997,2891000
2021-10-06,65.820000,67.080002,65.519997,67.070000,67.070000,3208100
2021-10-07,68.720001,69.230003,67.949997,68.129997,68.129997,4260100
2021-10-08,68.580002,68.809998,68.139999,68.470001,68.470001,3331700
2021-10-11,70.730003,71.349998,69.779999,69.809998,69.809998,2857700
2021-10-12,69.290001,69.620003,68.889999,69.290001,69.290001,3395800
2021-10-13,68.190002,69.089996,68.040001,69.050003,69.050003,3550000
2021-10-14,70.589996,71.339996,70.529999,71.089996,71.089996,3075300
2021-10-15,70.699997,70.959999,70.120003,70.430000,70.430000,2910800
2021-10-18,70.000000,70.410004,69.470001,70.180000,70.180000,2757300
2021-10-19,70.239998,71.230003,70.160004,70.889999,70.889999,3049800
2021-10-20,68.099998,68.629997,66.989998,68.129997,68.129997,5703500
2021-10-21,66.139999,66.269997,64.870003,65.540001,65.540001,4765900
2021-10-22,65.889999,66.430000,65.180000,65.879997,65.879997,3567600
2021-10-25,66.309998,66.970001,66.260002,66.830002,66.830002,2457600
2021-10-26,66.750000,66.760002,65.860001,66.029999,66.029999,3241200
2021-10-27,65.000000,65.360001,64.440002,64.440002,64.440002,3268900
2021-10-28,64.150002,64.779999,64.099998,64.500000,64.500000,4594000
2021-10-29,63.619999,63.790001,63.119999,63.270000,63.270000,2829600
2021-11-01,63.250000,63.669998,63.070000,63.389999,63.389999,2732400
2021-11-02,61.490002,62.220001,61.230000,61.939999,61.939999,4003000
2021-11-03,62.209999,62.330002,61.580002,62.110001,62.110001,4336500
2021-11-04,61.380001,61.509998,60.560001,60.860001,60.860001,3871900
2021-11-05,60.520000,60.720001,60.169998,60.619999,60.619999,3120500
2021-11-08,60.990002,62.290001,60.930000,62.290001,62.290001,4099000
2021-11-09,61.520000,61.889999,60.730000,61.400002,61.400002,3174900
2021-11-10,60.799999,61.259998,60.310001,60.340000,60.340000,3227200
2021-11-11,62.220001,63.139999,62.200001,63.000000,63.000000,5036700
2021-11-12,62.110001,62.709999,61.840000,62.340000,62.340000,3752400
2021-11-15,61.630001,61.740002,61.259998,61.619999,61.619999,2964300
2021-11-16,61.139999,61.310001,60.540001,60.549999,60.549999,3569600
2021-11-17,60.910000,61.240002,60.509998,60.669998,60.669998,3117900
2021-11-18,60.000000,60.209999,59.580002,59.900002,59.900002,3617900
2021-11-19,60.630001,61.459999,60.450001,60.709999,60.709999,3667800
2021-11-22,61.110001,62.389999,60.939999,62.009998,62.009998,3297300
2021-11-23,63.160000,64.059998,63.060001,63.840000,63.840000,3926000
2021-11-24,64.290001,64.669998,63.720001,63.750000,63.750000,2513200
2021-11-26,60.820000,62.480000,60.740002,62.330002,62.330002,3123600
2021-11-29,63.209999,63.580002,62.299999,62.939999,62.939999,4519000
2021-11-30,63.400002,63.759998,61.820000,62.689999,62.689999,4376700
2021-12-01,62.840000,63.840000,62.160000,62.160000,62.160000,5573100
2021-12-02,63.000000,64.370003,62.860001,64.129997,64.129997,4234800
2021-12-03,62.270000,62.610001,60.750000,61.330002,61.330002,4028600
2021-12-06,61.470001,62.360001,61.029999,62.090000,62.090000,3942100
2021-12-07,64.080002,64.889999,63.930000,64.160004,64.160004,3521400
2021-12-08,63.740002,63.970001,63.470001,63.880001,63.880001,2545700
2021-12-09,63.439999,64.040001,63.290001,63.980000,63.980000,4370100
2021-12-10,64.580002,64.690002,63.689999,64.110001,64.110001,2708200
2021-12-13,64.709999,64.769997,63.700001,64.209999,64.209999,2622400
2021-12-14,64.489998,65.739998,64.440002,64.699997,64.699997,3589700
2021-12-15,64.239998,64.620003,63.450001,64.550003,64.550003,3192500
2021-12-16,65.660004,66.400002,65.660004,65.800003,65.800003,3887900
2021-12-17,65.959999,66.019997,64.910004,64.910004,64.910004,3081100
2021-12-20,64.550003,64.599998,63.490002,64.330002,64.330002,3027500
2021-12-21,65.639999,66.190002,65.500000,66.010002,66.010002,2665500
2021-12-22,65.160004,65.970001,64.580002,65.879997,65.879997,4364100
2021-12-23,66.150002,66.620003,65.940002,66.209999,66.209999,1562900
2021-12-27,66.029999,66.470001,65.470001,66.410004,66.410004,1942800
2021-12-28,66.180000,66.599998,65.790001,65.919998,65.919998,2865700
2021-12-29,66.000000,66.639999,65.959999,66.120003,66.120003,1953500
2021-12-30,67.199997,67.720001,66.769997,66.769997,66.769997,2479200
2021-12-31,66.830002,67.139999,66.540001,66.940002,66.940002,1497200
2022-01-03,67.500000,67.610001,66.419998,66.730003,66.730003,3628500
2022-01-04,67.199997,68.330002,67.129997,67.519997,67.519997,2984800
2022-01-05,68.330002,69.650002,68.300003,68.709999,68.709999,4117900
2022-01-06,70.410004,70.589996,69.459999,70.040001,70.040001,4994700
2022-01-07,71.190002,72.330002,71.139999,72.239998,72.239998,5411900
2022-01-10,71.900002,72.800003,71.500000,72.709999,72.709999,5555500
2022-01-11,72.550003,74.430000,72.279999,74.419998,74.419998,5652900
2022-01-12,76.070000,76.669998,75.639999,76.070000,76.070000,5963600
2022-01-13,76.190002,76.690002,75.570000,75.660004,75.660004,4872000
2022-01-14,74.910004,75.709999,74.660004,75.400002,75.400002,4966500
2022-01-18,74.709999,75.919998,74.449997,75.730003,75.730003,6051500
2022-01-19,77.900002,78.760002,77.739998,77.919998,77.919998,6091600
2022-01-20,78.300003,78.360001,76.129997,76.160004,76.160004,6027100
2022-01-21,74.680000,75.239998,74.019997,74.360001,74.360001,6109400
2022-01-24,71.559998,73.279999,70.849998,73.269997,73.269997,6301800
2022-01-25,72.739998,73.970001,72.010002,73.680000,73.680000,3700900
2022-01-26,75.000000,75.320000,73.360001,74.029999,74.029999,4045600
2022-01-27,75.540001,76.379997,74.589996,75.089996,75.089996,4418200
2022-01-28,74.849998,74.910004,71.860001,73.129997,73.129997,6066500
2022-01-31,71.150002,71.570000,70.250000,71.400002,71.400002,5225600
2022-02-01,72.440002,74.279999,72.389999,74.199997,74.199997,4316700
2022-02-02,73.940002,74.419998,73.349998,74.290001,74.290001,4148200
2022-02-03,74.389999,74.589996,73.449997,73.470001,73.470001,4727000
2022-02-04,73.959999,74.110001,73.360001,73.889999,73.889999,4269400
2022-02-07,74.690002,76.989998,74.320000,76.639999,76.639999,6373200
2022-02-08,77.250000,78.180000,76.330002,78.099998,78.099998,4612800
2022-02-09,78.050003,78.430000,77.330002,78.330002,78.330002,5039200
2022-02-10,78.610001,80.440002,78.589996,78.959999,78.959999,4340000
2022-02-11,78.019997,79.279999,77.580002,77.790001,77.790001,4192900
2022-02-14,78.379997,78.610001,77.660004,78.370003,78.370003,3068500
2022-02-15,77.120003,77.480003,76.129997,77.129997,77.129997,4002800
2022-02-16,77.160004,78.639999,77.099998,78.559998,78.559998,3078700
2022-02-17,77.260002,77.589996,76.239998,76.680000,76.680000,4246700
2022-02-18,77.599998,77.930000,77.190002,77.629997,77.629997,2478300
2022-02-22,78.220001,79.089996,77.339996,77.769997,77.769997,6540400
